"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,6,9,"VESSEL STRIKE","GRAYS HARBOR","WA","DEAD","DEEP PARALLEL LACERATIONS ACROSS DORSAL TAILSTOCK, APPROX 1.5FT ANTERIOR OF FLUKE INSERTION, ONLY ABLE TO SEE A FEW INCHES ALONG THE R SIDE OF TAILSTOCK (EXTEND ACROSS THE AREA AGAINST THE SAND), APPEAR TO BE CONSISTENT WITH PROP WOUNDS. NO EVIDENCE OF KILLER WHALE ATTACK. VERY GOOD NUTRITIONAL CONDITION, LARGE DISCRETE AREA OF HEMORRHAGE IN BLUBBER ON R FLANK (MID-RIBCAGE TO ABDOMINAL CAVITY), SUSPECT BROKEN RIBS, EXTERIOR OF INTESTINES HEMORRHAGIC AND EDEMATOUS. DEEP PARALLEL LACERATIONS ACROSS DORSAL - RIGHT TAILSTOCK--PROBABLE PROPELLER WOUNDS. NO EVIDENCE OF KILLER WHALE ATTACK.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,6,16,"VESSEL STRIKE","MARIN","CA","DEAD","THE SLOUGHING SKIN ON THE RIGHT SIDE AND THE SIGNS OF HEMORRHAGE IN THE BLUBBER AND MUSCLE IN THAT AREA WERE CONSISTENT WITH INJURIES FROM BLUNT FORCE TRAUMA. THE SKIN ON THE LEFT SIDE WAS FULLY INTACT WITH NO SLOUGHING.","DEAD","NA",1,"N","Y"
"DECLINE","GRAY WHALE","EASTERN NORTH PACIFIC",2023,6,18,"UNIDENTIFIED POT - TRAP FISHERY ENTANGLEMENT","KENAI PENINSULA","AK","SI","ENTANGLED IN LINE WITH TWO YELLOW BUOYS. LOOKS SIMILAR TO DUNGENESS CRAB POT GEAR ACCORDING TO PEOPLE WHO REVIEWED PHOTOS. BULLET BUOYS. MAY HAVE BEEN A CHRONIC ENTANGLEMENT ACQUIRED FURTHER SOUTH. WHALE SHOWS HEAVY CYAMID GROWTH. APPARENT HEALTH DECLINE.","SI","L10",1,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,6,21,"VESSEL STRIKE","GRAYS HARBOR","WA","DEAD","7 PARALLEL LINEAR MARKS, APPROX 3CM APART, ON RIGHT CHEST. BALEEN INTACT. REMAINING SKIN DRIED, CRACKED, SCRATCHED. NO EVIDENCE OF KILLER WHALE ATTACK. EVIDENCE OF BLUNT FORCE TRAUMA TO LEFT SIDE, NEAR PECTORAL FIN, SUSPECT SHIP STRIKE. DIFFICULT TO DETERMINE EXTENT AND SEVERITY OF INJURY DUE TO BODY POSITION. AREA OF HEMORRHAGE AND EDEMA UNDER LEFT PECTORAL, SEVERAL GALLONS OF BLOODY FLUID IN ABDOMINAL AND THORACIC CAVITIES. ONE BROKEN RIB WITH SMALL AMOUNT OF EDEMA AT SITE (LEFT STERNAL).","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,6,25,"UNIDENTIFIED POT - TRAP FISHERY ENTANGLEMENT","BRISTOL BAY","AK","DEAD","DEAD ANIMAL FLOATING IN BRISTOL BAY WITH ROPE ENTANGLED AROUND THE PEDUNCLE. LINE IS CONSISTENT WITH POT GEAR OR MOORINGS.","DEAD","NA",1,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2023,6,27,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","1 TO 2 YEAR-OLD FEMALE IN EMACIATED CONDITION LIVE-STRANDED AND DIED SOON THEREAFTER. NECROPSY ON JUNE 28: MARKEDLY THIN, SEVERE PEANUT HEAD, SUNKEN AREA AROUND VERTEBRAE AND VISIBLE RIBS. LARGE PATCHES OF DERMATITIS - NECROTIC SKIN ALL OVER BODY. LARGE GROUP OF WHALE LICE ON LEFT AND RIGHT PECTORAL FIN POSTERIOR INSERTIONS WHERE THERE WAS ABRAIDED AND MISSING SKIN. PARTIALLY HEALED ENTANGLEMENT MARKS ON LEADING EDGE OF FLUKES NEAR TAILSTOCK. THESE ENTANGLEMENT MARKS PRESENT AS CUTS INTO THE LEADING EDGE OF THE FLUKES, IMPLYING A CONSTRICTING ENTANGLEMENT, BASED ON PHOTOS REVIEWED BY J. CARRETTA.  BARNACLES GROWING ON EDGES OF LIP AND INSIDE OF GAPE. ENTANGLEMENT LIKELY CONTRIBUTED TO POOR BODY CONDITION AND MORBIDITY.","DEAD","NA",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2023,9,4,"UNIDENTIFIED FISHERY ENTANGLEMENT","PACIFIC","WA","SI (PRORATE)","POOR QUALITY VIDEO AND PHOTO, THOUGH WEST COAST REGION INDICATED THAT SPECIES IDENTIFICATION WAS CONFIRMED.  ORANGE BUMPER BALL CLOSE TO BODY. GEAR WAS MOVING ALONG WITH ANIMAL ACCORDING TO REPORTING PARTY. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,1,7,"TRAWL FISHERY UNIDENTIFIED","GRAYS HARBOR","WA","SI","SEAL LIVE ON BEACH AND ENTANGLED IN GREEN POLYFILAMENT TRAWL NET. 3 FEET HEAVILY WRAPPED AROUND WHOLE BODY. HEALTHY ANIMAL DESCRIBED AS HAVING 'AN ATTITUDE AND BIG TEETH'  WAS DISENTANGLED AND RELEASED ON BEACH. ANIMAL RESTRANDED ON JAN. 19 AND HAD LACERATIONS DOWN TO MUSCLE LAYER RESULTING FROM NEW NET ENTANGLEMENT AND NET MARKS ON FUR. TAKEN TO REHAB FACILITY. OUTCOME UNKNOWN. CATEGORIZED AS SERIOUS INJURY DUE TO DEEP LACERATIONS AND MULTIPLE STRANDINGS.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,1,26,"TRAWL FISHERY UNIDENTIFIED","SANTA CRUZ","CA","SI","MALNOURISHED ANIMAL WITH GREEN ROPE TYPE NETTING ENCIRCLING THE HEAD CAUSING WOUNDS ON TOP OF HEAD.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,5,8,"MARINE DEBRIS","SAN LUIS OBISPO","CA","SI","EMACIATED, PLASTIC RING AROUND LOWER NECK - SHOULDERS REGION - SEE HUMAN INTERACTION FORM FOR DETAILS.","SI","P8A",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,5,18,"UNIDENTIFIED HUMAN INTERACTION","SAN MATEO","CA","DEAD","ENTIRE SKELETON ARCHIVED LATE NOTE** 11 - 19 - 2019 SKULL, LEFT MANDIBLE AND CANINE FRACTURES WITH PROJECTILE FOUND IN MESH BAG WITH SKULL.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,5,22,"UNIDENTIFIED FISHERY ENTANGLEMENT","DOUGLAS","OR","SI","LIVE FUR SEAL YEARLING ENTANGLED, FISHING NET AROUND NECK. NORTH OF TENMILE CREEK. OBSERVER (A SNOWY PLOVER MONITOR)  CAME BACK TO SITE THE FOLLOWING MORNING AND DID NOT OBSERVE THE ANIMAL AGAIN.","SI","P6",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,1,"UNIDENTIFIED HUMAN INTERACTION","SANTA CRUZ","CA","SI","MALNOURISHED ANIMAL WITH  CIRCUMFERENTIAL LACERATION AROUND NECK ~1CM IN WIDTH CLEAN MARGINS. NO FISHING LINE - ENTANGLEMENT FOUND.","SI","P7B",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,4,"UNIDENTIFIED NET FISHERY","MONTEREY","CA","SI","EMACIATED ANIMAL WITH RED NETTING AROUND NECK CUTTING INTO ANIMAL.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,7,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","FOUND DURING BEACH SURVEY DEAD ON BEACH. BASED ON THE FINDING ON GROSS NECROPSY -HEMORRHAGE AROUND BOTH ANKLES OF HIND FLIPPERS AND ALSO DORSAL ASPECT OF RADIUS AND ULNA AND ACUTE RHABDOMYOLYSIS SUSPECT FISHERY ENTANGLEMENT.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,7,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","FOUND DEAD BY WDFW VOLUNTEER; PARTIAL SCAVENGED MISSING FLIPPER. LINEAR IMPRESSION ON EYE; FORE FLIPPER MISSING. ALTHOUGH THE ANIMAL WAS PARTIALLY SCAVENGED THE OBSERVATION OF THE LINEAR IMPRESSION ON THE EYE NOTED HEMORRHAGE AT NECK ON GROSS AND ACUTE RHABDOMYOLYSIS ON HISTO SEEM TO SUPPORT A ACUTE EVENT PRIOR TO DEATH AND PROBABLY ENTANGLEMENT. MISSING FLIPPER COULD POSSIBLY DUE TO SCAVENGING OR PRIOR DIFFICULT TO DETERMINE.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,8,"UNIDENTIFIED FISHERY ENTANGLEMENT","SONOMA","CA","SI","ANIMAL WAS ON AN OFFSHORE ROCK, WITH AN ENTANGLEMENT AROUND THE NECK THAT WAS SNAGGED ON THE ROCK. AN ATTEMPT TO RESCUE WAS MADE BY TMMC, BUT THE CONDITIONS WERE NOT FAVORABLE OR SAFE. ANIMAL WAS NOT FOUND THE NEXT DAY AND DID NOT STRAND IN THE WEEKS FOLLOWING THIS OBSERVATION.","SI","P7A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,9,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","CARCASS WITH GOOSENECK BARNACLES  ON BOTH HIND FLIPPERS AND ON BASE OF TAIL ON LEFT SIDE. HEAD IS SMASHED; MULTIPLE BREAKS ON SKULL AND AROUND ROSTRUM. LOWER JAW FRACTURED IN MIDDLE. LEFT FORE FLIPPER FINGER DIGITS DISLOCATED; POSSIBLE BREAK ON RIGHT DIGITS. EVIDENCE OF THE MULTIPLE FRACTURES OF THE SKULL NOSE AND JAW NOTED ON GROSS EXAM AND THE FINDING OF ACUTE HEMORRHAGE, SKELETAL MUSCLE AND WELL AS ACUTE EDEMA, LUNG ARE CONSISTENT WITH ACUTE TRAUMA ANTEMORTEM. SUGGESTIVE OF FOCAL BLUNT FORCE TRAUMA AND DROWNING. POSSIBLY DUE TO CLUBBING OR ENTANGLEMENT.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,12,"GILLNET FISHERY","SANTA BARBARA","CA","DEAD","ENTIRE BODY ENTANGLED IN ""GILL FISHING LINE.""","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,13,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","BASED ON THE GROSS FINDINGS OF THE CIRCULINEAR HEMORRHAGE ON BOTH THE ANKLES AND RADIUS AND ULNAS AND EDEMA AND HEMORRHAGE ON THE CHEST THAT APPEAR TO SQUEEZED OBLONG WITH HEMORRHAGE AREA OF THE LUNGS AND TORN LIVER. THE HISTO CONFIRMS TRAUMA AND POSSIBLY DROWNING LEFT SIDE CHEST REDDENED EDEMA. THIS AREA CORRESPONDS WITH DARK RED AREA IN LUNG APPEARS TO BE POSSIBLY FROM BEING CONSTRICTED CIRCALUNAR REDDISH TISSUE ABOVE ANKLE JOINT.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,15,"UNIDENTIFIED FISHERY ENTANGLEMENT","MARIN","CA","SI","EMACIATED ANIMAL ENTANGLED WITH SEVERE CHRONIC LACERATION. ENTANGLEMENT NETTING CAUGHT THROUGH MOUTH AND ACROSS MUZZLE, AS WELL AS NECK. BONE EXPOSURE, ULCERATION, AND INFECTION APPARENT. NOT CLEAR FROM NARRATIVE WHETHER MATERIAL WAS TRAWL OR GILLNET GEAR.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,16,"UNIDENTIFIED FISHERY ENTANGLEMENT","SAN FRANCISCO","CA","SI","EMACIATED ANIMAL ENTANGLED WITH A NET AROUND ITS NECK. THE CALLER AND HER FRIENDS REMOVED THE NET WITH A KNIFE EXPOSING A DEEP WOUND ON THE ANIMAL'S NECK. THERE WERE A NUMBER OF PEOPLE AROUND THE ANIMAL IN CLOSE CONTACT AND PETTING ANIMAL. POSSIBLE TREMORS ON BEACH. LITTLE REACTION TO HUMAN ENCROACHMENT. UNRESPONSIVE BUT BREATHING DURING RESPONSE.","SI","P7B",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,18,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","BASED ON THE FINDING ON GROSS NECROPSY AND THE SUPPORTING DIAGNOSTIC ON HISTOPATH OF ACUTE TRAUMA AND STRUGGLE AND THE CIRCULINEAR HEMORRHAGE AROUND FORE FLIPPER AND ANKLES SUPPORTS SUSPECTED ENTANGLEMENT.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,22,"UNIDENTIFIED FISHERY ENTANGLEMENT","SANTA CRUZ","CA","SI","EMACIATED ANIMAL WITH DEEP LACERATION WITH POCKETS OF PUS FROM A PREVIOUS ENTANGLEMENT AROUND NECK AND FACE.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,7,4,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","LINEAR ABRASION ON BOTH EYES; REDDENING EDEMA BEHIND BOTH EYES, SMALL FOCAL HEMORRHAGE LEFT FORE FLIPPER. TONGUE TIP AND BACK OF TONGUE REDDENED. REDDENING LIP AT BACK GAPE. FRONT UPPER LIPS ""SWOLLEN -  EDEMATOUS. ONE INCISOR ON LOWER JAW NOT ALIGNED WITH OTHER. HISTOPATHOLOGY SUPPORTS DROWNING DUE TO ENTANGLEMENT ALTHOUGH BASED ON HISTO ANIMAL ALSO WAS SEPTIC AS WELL.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,7,7,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","PETECHIAE AROUND STERNUM, CIRCULINEAR HEMORRHAGE AROUND ANKLE, LINEAR AND CIRCULINEAR HEMORRHAGE AROUND FOREFLIPPERS, HEMORRHAGE AROUND RIGHT EYE THAT CONTINUES DOWN TO LOWER JAW. BRAIN-PALE, RIGHT FRONTAL LOBE LARGE ~4X4 CM HEMATOMA ASSOCIATED WITH HEMORRHAGE OUTSIDE BRAIN, LUNG- AERATED, MOTTLED LIGHT PINK - DARK, DARKENED PORTION DOESN'T FLOAT AS WELL IN FORMALIN. HISTOLOGIC FINDINGS CORROBORATE THE CLINICAL OBSERVATIONS. THE ACUTE HEMORRHAGE IN MULTIPLE TISSUES IS CONSISTENT WITH ACUTE ANTEMORTEM TRAUMA.PULMONARY LESIONS SUGGEST THE ANIMAL DROWNED AND PROBABLY ENTANGLEMENT","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,7,8,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","NO LACERATIONS OR INJURIES, JUST LIGHT IMPRESSIONS AROUND NECK. RECOVERED DEAD ON BEACH WITH MULTIFILAMENT NET AROUND NECK. HISTOPATH CONFIRMED ACUTE TRAUMA AND THAT THE ANIMAL DROWNED. COMMENTS: NET APPEARED TO BE CUT AROUND NECK. 5 LOOPS AROUND NECK.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,7,8,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","EMACIATED ANIMAL FOUND DEAD. FAINT CIRCULINEAR HEMORRHAGE AROUND HINDFLIPPERS. FOREFLIPPERS HEAVILY SCAVENGED WITH SIGNS OF HEMORRHAGE. NASAL BONE APPEARS SOMEWHAT BROKEN. LARGE BLOOD CLOTS IN THE SKULL CAVITY (3 CC). PENETRATING HOLE IN ROOF OF MOUTH. HISTOLOGIC FINDINGS CORROBORATE THE CLINICAL OBSERVATIONS. THIS ANIMAL WAS EMACIATED AND EXPERIENCED AN EPISODE OF ACUTE TRAUMA AND PROBABLY DROWNING PROBABLE ENTANGLEMENT POSSIBLE GAFFED -  CLUBBED.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,1,27,"UNIDENTIFIED FISHERY ENTANGLEMENT","PACIFIC","WA","SI","CITIZENS REMOVED NET AND NECK BAND FROM AN ALERT ANIMAL THAT LEFT THE AREA.","NSI","P7B",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,4,18,"UNIDENTIFIED FISHERY ENTANGLEMENT","SANTA CRUZ","CA","DEAD","CARCASS FOUND WITH NET AROUND BODY. SKELETON AT CAL ACADEMY OF SCIENCES.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,6,1,"MARINE DEBRIS","HUMBOLDT","CA","SI","TWINE ENTANGLEMENT AROUND NECK. CUT THROUGH SKIN FROM APPROX. 10 0'CLOCK AROUND TO 5 0'CLOCK BUT NOT INTO FLESH. SERIOUS INJURY DUE TO POTENTIAL OF MATERIAL TO BECOME CONSTRICTING OR CREATE DRAG.","SI","P8A",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,6,2,"SHOOTING","SAN FRANCISCO","CA","DEAD","SKULL DAMAGED FROM BUCKSHOT. ONE PIECE OF BUCKSHOT RECOVERED AND ARCHIVED WITH THE SPECIMEN. UPDATE: TWO OTHER PIECES OF BUCKSHOT WERE RECOVERED DURING BRAIN REMOVAL WHILE PROCESSING. MODERATE DECOMPOSITION.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,6,6,"SHOOTING","SAN MATEO","CA","DEAD","A MINIMUM OF THREE PIECES OF BUCKSHOT WERE RECOVERED FROM THE CARCASS DURING PREPARATION. ONE NEAR THE HEART, THE OTHER MIXED IN THE ORGANS AS THEY WERE BEING REMOVED, ONE IN THE RIGHT ULNAR BONE.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,6,9,"MARINE DEBRIS","DEL NORTE","CA","SI","MALNOURISHED ANIMAL WITH ENTANGLEMENT OF UNKNOWN MATERIAL. NO FURTHER DETAILS.","SI","P1",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,6,20,"UNIDENTIFIED FISHERY ENTANGLEMENT","SAN LUIS OBISPO","CA","SI","LARGE AMOUNT OF GREEN NYLON NETTING AROUND LOWER NECK - SHOULDERS CUTTING INTO SKIN DORSALLY, MODERATELY UNDERWEIGHT.","SI","P8A",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,6,22,"UNIDENTIFIED FISHERY ENTANGLEMENT","OFFSHORE","CA","SI","CAPTAIN DETECTED ANIMAL BADLY ENTANGLED IN NET. CREW ABLE TO SECURE ANIMAL IN DIPNET AND BRING ONBOARD VESSEL, MANUALLY RESTRAIN ANIMAL, AND CUT THE ANIMAL FREE OF NETTING. ANIMAL LOWERED BACK INTO THE WATER USING DIPNET AND OBSERVED SWIMMING AWAY. PHOTOS PROVIDED BY CAPTAIN SHOW ANIMAL IN REASONABLE BODY CONDITION WITH GREEN NYLON NETTING AROUND NECK. NO LACERATIONS SEEN AFTER NET WAS REMOVED. NET MATERIAL RETAINED BY TMMC.","NSI","P7B",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,10,12,"UNIDENTIFIED FISHERY ENTANGLEMENT","TILLAMOOK","OR","SI","WAS FOUND BY PASSERS-BY ON REMOTE BEACH; WAS DISENTANGLED BY A STATE PARKS RANGER AND IMMEDIATELY RELEASED ON SITE. THE ANIMAL DID NOT APPEAR TO HAVE ANY OBVIOUS INJURIES AND APPEARED VERY ALERT AND RESPONSIVE; SWAM ALIVE","NSI","P7B",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,10,31,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","SI","HOOKED IN MOUTH (LOWER JAW) BY 18 - 0 OFFSET ROUND OR FLAT CIRCLE HOOK (5MM DIAMETER). ANIMAL WAS STRUGGLING DURING ATTEMPTED DEHOOKING (UNSUCCESSFUL) AND PRESUMED CUTTING OF LINE: HOOK AND 10CM MONOFILAMENT LEADER LEFT ON ANIMAL. OBSERVER PROGRAM.","SI","P5A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,11,1,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","SI","HOOKED IN MOUTH (SEEMINGLY UPPER RIGHT JAW) BY 18 - 0 OFFSET ROUND OR FLAT CIRCLE HOOK (5.0MM DIAMETER). ANIMAL WAS STRUGGLING AS IT WAS PULLED TOWARD THE VESSEL UNTIL THE LINE WAS CUT: HOOK, 8M MONOFILAMENT LEADER, AND LIGHTSTICK LEFT ON ANIMAL. OBSERVER PROGRAM.","SI","P5A and  P6",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,11,2,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","NSI","HOOKED IN LEFT PECTORAL FLIPPER BY 18 - 0 OFFSET FLAT CIRCLE HOOK (5.0MM DIAMETER). ANIMAL WAS STRUGGLING AS IT WAS BROUGHT ALONG VESSEL, WHERE AFTER SEVERAL ATTEMPTS, IT WAS SUCCESSFULLY DEHOOKED: NO GEAR LEFT ON ANIMAL. SOME BLEEDING OBSERVED, ESPECIALLY AFTER DEHOOKING. OBSERVER PROGRAM.","NSI","P5C",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,11,3,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","NSI","HOOKED IN MOUTH (SEEMINGLY LOWER LEFT JAW) BY 18 - 0 OFFSET FLAT CIRCLE HOOK (5.0MM DIAMETER). ANIMAL WAS STRUGGLING AS IT WAS BROUGHT ALONG VESSEL, WHERE IT WAS SUCCESSFULLY DEHOOKED: NO GEAR LEFT ON ANIMAL. OBSERVER PROGRAM.","NSI","P5C",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,11,3,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","NSI","HOOKED IN RIGHT PECTORAL FLIPPER BY 18 - 0 OFFSET ROUND CIRCLE HOOK (5.0MM DIAMETER). AS CREW WAS PULLING THE ANIMAL TOWARD THE VESSEL, IT CAME FREE OF THE GEAR: NO GEAR LEFT ON ANIMAL. OBSERVER PROGRAM.","NSI","P5C",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,12,5,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","NSI","HOOKED IN MOUTH (CENTER LOWER JAW) BY 18 - 0 OFFSET FLAT CIRCLE HOOK (5.0MM DIAMETER). ANIMAL WAS STRUGGLING AS IT WAS BROUGHT ALONG VESSEL, WHERE IT WAS SUCCESSFULLY DEHOOKED: NO GEAR LEFT ON ANIMAL. OBSERVER PROGRAM.","NSI","P5C",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2020,12,5,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","NSI","HOOKED IN MOUTH (PART NOT SPECIFIED) BY 18 - 0 OFFSET ROUND CIRCLE HOOK (5.0MM DIAMETER). SOON AFTER THE ANIMAL WAS OBSERVED, IT CAME FREE OF THE GEAR: NO GEAR LEFT ON ANIMAL. OBSERVER PROGRAM.","NSI","P5C",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2021,2,4,"UNIDENTIFIED NET FISHERY","GRAYS HARBOR","WA","SI","ANIMAL DISENTANGLED FROM BLACK MULTIFILAMENT NETTING ON BEACH LATER DIED.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2021,2,16,"MARINE DEBRIS","HUMBOLDT","CA","SI","SYSTEMIC INFECTION RESULTING FROM ENTANGLEMENT LACERATION THAT LIKELY CAUSED PNEUMONIA. MATERIAL MAY BE RIBBON FROM BALLOONS. ANIMAL EUTHANIZED","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2021,5,29,"MARINE DEBRIS","SANTA CRUZ","CA","SI","LETHARGIC, EMACIATED, ENTANGLEMENT (BALLOON STRING) AROUND SHOULDERS. WHITE STRING WITH RED BALLOON REMNANT WRAPPED AROUND THORAX AT SHOULDER JOINT CAUSED 3-4 CM LINEAR LACERATION ON EACH FORELIMB. EMACIATED ENTANGLEMENT GEAR RETAINED AND STORED AT TMMC.  DIFFUSE ATROPHY OF BLUBBER LAYER. MARKED SEROUS ATROPHY OF PERICARDIAL FAT. ANIMAL EUTHANIZED.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2021,6,5,"SHOOTING","PACIFIC","WA","DEAD","ANIMAL WAS EMACIATED; THERE WERE AREAS OF BRUISING - TRAUMA TO HEAD, NECK, AND PELVIS; A BULLET WAS FOUND IN EYE; THERE WAS BLOODY FLUID IN ABDOMEN; HISTOPATHOLOGY REVEALED A MARKED ATROPHY OF FAT SUPPORTING THE GROSS OBSERVATION OF EMACIATION; THERE WERE ALSO SIGNS OF ACUTE PULMONARY SHOCK POSSIBLY DUE TO DROWNING","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2021,7,1,"UNIDENTIFIED NET FISHERY","CLATSOP","OR","SI","FUR SEAL CAME ASHORE ENTANGLED IN A BRIGHT GREEN MULTIFILAMENT FISHING NET ON 01 JULY; A RESIDENT WENT OUT TO THE BEACH TO ATTEMPT TO DISENTANGLE THE ANIMAL BUT INSTEAD SCARED IT BACK INTO THE WATER; THE ANIMAL CAME ASHORE AGAIN IN THE SAME AREA ON 03 JULY (45.82262, -123.96362) AND WAS CAPTURED BY SEASIDE AQUARIUM STAFF FOR DISENTANGLEMENT AND ASSESSMENT BY WORLD VETS THE SAME DAY; THE FUR SEAL WAS TAKEN TO WORLD VETS FACILITY FOR STABILIZATION AND ADDITIONAL CARE; THE ANIMAL WAS THIN AND DEHYDRATED BUT ALERT AND HAD NO OBVIOUS EXTERNAL WOUNDS; THE ENTANGLEMENT WAS SEVERE AND COMPLEX, WITH SEVERAL LINES OF NET TIGHTLY RUNNING THROUGH THE MOUTH FROM ONE SIDE TO THE OTHER AND NETTING AROUND NECK AND BODY; THE FUR SEAL WAS TRANSPORTED TO THE MARINE MAMMAL CENTER ON 05 JULY FOR CONTINUED CARE. OUTCOME UNKNOWN.","SI","P8A",1,"Y","Y"
